Endpoint Database
IeeeAddr,EndpointId,ProfileId,DeviceId,DeviceVer,NumIncluster,NumOutClusters,Clusters
#       00:15:8D:00:01:8B:F3:94 , 1 , 0x0104, 0x0403 , 0 , 7 , 1 , 0x0000 , 0x0004 , 0x0003 , 0x0500 , 0x0502 , 0x0005 , 0xFFFF , 0x0019
        84:18:26:00:00:E8:D1:CA , 1 , 0x0104, 0x0001 , 0 , 6 , 4 , 0x0000 , 0x0001 , 0x0003 , 0x0020 , 0x0402 , 0x0B05 , 0x0003 , 0x0006 , 0x0008 , 0x0019
#       00:15:8D:00:01:8B:F3:94 , 1 , 0x0104, 0x0403 , 0 , 7 , 1 , 0x0000 , 0x0004 , 0x0003 , 0x0500 , 0x0502 , 0x0005 , 0xFFFF , 0x0019
        00:15:8D:00:01:8B:F3:94 , 1 , 0x0104, 0x0403 , 0 , 7 , 1 , 0x0000 , 0x0004 , 0x0003 , 0x0500 , 0x0502 , 0x0005 , 0xFFFF , 0x0019
        00:15:8D:00:01:CE:E2:29 , 1 , 0x0104, 0x0402 , 0 , 3 , 0 , 0x0000 , 0x0003 , 0x0500
